state;city;postal_code;open_p50;open_p95;close_p50;close_p95
ON;Pickering;L1V 1W3;254700;273330;350100;368730
ON;Etobicoke;M8X 1E7;275400;364499;329400;489780
AB;Northwest Calgary;T2L 1L1;248400;248400;356400;356400
ON;Toronto;M5J 1A1;180900;254249;423900;449820
ON;Brampton;L6R 3Y3;279900;322830;324900;367830
ON;York;M6E 2G9;194400;252720;410400;424980
QC;Montréal;H1N 1E7;316800;316800;288000;288000
ON;Toronto;M1L 2W1;325800;325800;279000;279000
AZ;Peoria;85372;216000;216000;388800;388800
ON;Mississauga;L5S 1L9;217800;217800;387000;387000
ON;Toronto;M5V 1E3;216000;373319;388800;480060
ON;Mississauga;L5B 1H7;277200;395280;327600;394560
ON;Etobicoke;M9A 1B6;239400;289620;365400;392940
ON;Toronto;M9B 1A5;190800;190800;414000;414000
ON;Toronto;M4C 1K9;232200;280440;372600;498869
ON;North York;M2M 3X7;302400;380159;302400;307260
QC;Châteauguay;J6J 5T9;118800;118800;486000;486000
ON;Toronto;M5V 0G6;280800;287280;324000;340200
ON;Toronto;M6P 1W7;604800;604800;0;0
ON;Etobicoke;M8W 3T8;392400;392400;212400;212400
ON;North York;M5M 3X4;257400;297900;347400;387900
ON;Newmarket;L3Y 8X6;216000;216000;388800;388800
ON;Markham;L3R 8C9;126000;126000;478800;478800
ON;Maple;L6A;268200;268200;336600;336600
QC;Montréal;H1S 1A2;226800;226800;378000;378000
AB;Calgary;T2G 0H7;180000;180000;424800;424800
ON;Toronto;M4B 2L9;255600;255600;349200;349200
ON;Toronto;M1E 3J3;172800;172800;432000;432000
ON;North York;M2N 7A2;248400;248400;356400;356400
AB;Calgary;T2E 3P5;122400;122400;482400;482400
QC;Candiac;J5R 6E6;223200;223200;381600;381600
ON;Toronto;M6H 1M6;169200;208080;435600;474480
QC;Montréal;H2G 2X1;230400;230400;374400;374400
QC;Salaberry-de-Valleyfield;J6S 0C1;212400;212400;392400;392400
ON;Toronto;M9P 3V4;144000;144000;460800;460800
ON;Mississauga;L5H 3A3;162000;162000;442800;442800
ON;Brampton;L6T 0B2;207900;213570;396900;402570
ON;Toronto;M1L 2P5;266400;266400;338400;338400
ON;Toronto-North York;M3J 2E8;185400;185400;419400;419400
AB;Calgary;T2E 4X3;194400;194400;410400;410400
QC;Saint-Jean-sur-Richelieu;J3B 6W2;284400;313560;320400;394920
ON;Vaughan;L6A 1R8;253800;274860;351000;372060
AB;Calgary;T2P 1M7;144000;144000;460800;460800
ON;Brampton;L6W 3P9;280800;280800;324000;324000
ON;Toronto;M5H 3E5;604800;604800;0;0
AB;Calgary;T2G 5J8;284400;284400;320400;320400
ON;Toronto;M4M 1J2;169200;255419;435600;445320
ON;Toronto;M5A 2A1;223200;223200;381600;381600
ON;Aurora;L4G 1M7;363600;376560;241200;340019
NC;Concord;28081;151200;151200;453600;453600
ON;Toronto;M5V 2X2;208800;221760;396000;408960
ON;Toronto;M4G 1X6;327600;327600;277200;277200
ON;Toronto;M6H 3Z2;184500;204750;420300;440550
ON;Toronto;M4Y 2E7;214200;241740;390600;418140
NC;Cornelius;28036;212400;212400;392400;392400
ON;North York;M3B 2M5;308700;359730;296100;347130
QC;Montréal;H2X 3P1;332100;577530;272700;518130
QC;Montréal;H3A 2R4;273600;301140;331200;358740
AB;Calgary;T2E 2S1;172800;198720;432000;433620
AB;Calgary;T3B 0M3;163800;175140;441000;452340
ON;East York;M4K 3V6;241200;241200;363600;363600
ON;Toronto;M1P 2P5;328500;395730;276300;343530
AB;Calgary;T2G 2R2;253800;293400;351000;387540
ON;Mississauga;L5S 2A5;184500;212850;420300;448650
QC;Montréal;H2S 1K3;222300;237690;382500;397890
ON;Toronto;M5H 3X4;331200;331200;273600;273600
QC;Laval;H7X 1G1;108000;108000;496800;496800
ON;Markham;L3R 2G6;273600;315720;331200;426780
AB;Calgary;T2M 2Z8;339300;353070;265500;279270
ON;Scarborough;M1B 3G7;246600;246600;358200;358200
ON;Mississauga;L4X 1L5;262800;309780;342000;407339
ON;Ajax;L1S 7N4;302400;302400;302400;302400
ON;Toronto;M8V 1B8;342000;342000;262800;262800
QC;Montréal;H4C 1T7;183600;183600;421200;421200
ON;Mississauga;L4Z 3E5;80100;87390;524700;531990
AB;Calgary;T2H 3B2;253800;253800;351000;351000
AB;Calgary;T3G 4S3;255600;271800;349200;451260
ON;Toronto;M5V 1K3;272700;299430;332100;358830
ON;Mississauga;L5N 6J7;72000;72000;532800;532800
AB;Calgary;T2G 5T4;284400;284400;320400;320400
AB;Calgary;T2H 2W2;273600;273600;331200;331200
ON;Scarborough;M1H 1A9;231300;251550;373500;393750
ON;Bradford West Gwillimbury;L0G 1T0;151200;151200;453600;453600
ON;Bradford;L3Z 3G8;275400;275400;329400;329400
QC;Montréal;H2P 2H1;273600;273600;331200;331200
ON;Mississauga;L5N 6H6;167400;167400;437400;437400
ON;Scarborough;M1P 2K8;268200;311400;336600;364500
ON;Toronto;M5B 2C5;289800;289800;315000;315000
ON;North York;M2N 4X9;284400;284400;320400;320400
QC;Montréal;H4E 3R9;230400;230400;374400;374400
ON;Whitby;L1N 2N8;280800;368279;324000;361260
ON;Mississauga;L4W 1V6;226800;226800;378000;378000
AZ;Phoenix;85281;226800;346679;378000;567090
ON;Mississauga;L5G 1G2;276300;295560;328500;370710
ON;Toronto;L5T 1B6;268200;268200;336600;336600
ON;Brampton;L6Z 0E8;256500;299430;348300;391230
OH;Parma Heights;44129;230400;230400;374400;374400
AB;Calgary;T2G 5P9;415800;415800;189000;189000
QC;Laval;H7S 1Z7;93600;93600;511200;511200
OH;Troy Township;44021;347400;347400;257400;257400
ON;Toronto;M6M 1Y3;210600;210600;394200;394200
AZ;Phoenix;85253;248400;559439;356400;459360
ON;Mississauga;L4X 2E9;203400;203400;401400;401400
QC;Montréal;H3C 3Z7;118800;118800;486000;486000
ON;North York;M6L 3C9;259200;259200;345600;345600
AB;Calgary;T2A 4Y7;241200;241200;363600;363600
ON;Toronto;M6S 2C2;169200;169200;435600;435600
ON;Mississauga;L5G 2T3;237600;279720;367200;409320
AB;Calgary;T2M 2Z7;198000;198000;406800;406800
QC;Montréal;H2T 1K8;93600;93600;511200;511200
ON;Unionville;L3R 4P9;338400;338400;266400;266400
ON;Toronto;M6P 3X9;378000;378000;226800;226800
AB;Calgary;T2G 5B6;343800;429660;261000;346860
ON;Toronto;M4M 1Y8;151200;216000;453600;495360
ON;Queen West;M6J 3G4;212400;212400;392400;392400
QC;Montréal;H2Y 2M5;189000;189000;415800;415800
ON;Toronto-West;M6M 1B9;174600;174600;430200;430200
QC;Montréal;H1X 3A6;183600;183600;421200;421200
ON;Toronto;M5B 1T8;193500;249390;411300;467190
ON;Aurora;L4G 1P9;198000;210960;406800;419760
PA;Morgan;15064;226800;226800;378000;378000
ON;Toronto;M6S 2E4;253800;347940;351000;530820
ON;Mississauga;L4Z 3K6;192600;220140;412200;439740
QC;Brossard;J4Z 1E2;264600;264600;340200;340200
AZ;Glbert;85297;162000;162000;442800;442800
AB;Calgary;T2C 4L8;116100;163890;488700;536490
AB;Calgary;T2T;252000;332640;352800;435600
ON;Mississauga;L5V 0A7;248400;297000;356400;408240
ON;Etobicoke;M8Z 2Z4;144000;144000;460800;460800
AB;Calgary;T3R 0J6;279000;335700;325800;382500
ON;Mississauga;L5B 3J4;75600;75600;529200;529200
ON;Toronto;M5H 2G4;313200;326160;291600;440639
QC;Laval;H7P 5P4;246600;246600;358200;358200
ON;Toronto;M5G 2A1;225000;225000;379800;379800
AZ;Peoria;85306;234000;250200;370800;387000
QC;Sainte-Catherine;J5C 1V9;263700;267750;341100;345150
ON;Toronto;M5E 1C5;329400;343980;275400;289980
QC;Montréal;H2Y 2Y7;297900;332730;306900;341730
ON;Mississauga;L5C 2T3;266400;266400;338400;338400
QC;Dorval;H9P 1B7;437400;437400;167400;167400
QC;Montréal;H2J 1Y7;284400;320040;320400;356040
ON;Toronto;M5A 1L6;179100;196110;425700;442710
ON;Toronto;M5T 3A3;86400;86400;518400;518400
ON;Toronto;M4L 2B4;315900;363690;288900;336690
ON;Toronto;M8Z 5K3;194400;194400;410400;410400
ON;Oakville;L6M 0T9;207000;263700;397800;454500
ON;Ajax;L1Z 1S4;327600;327600;277200;277200
ON;Toronto;M5G 2A7;171000;331379;433800;490500
AB;Calgary;T2R 1G1;392400;392400;212400;212400
ON;Thornhill;L3T 7P5;154800;169380;450000;451620
QC;Saint-Jean-sur-Richelieu;J3B 6X1;0;0;604800;604800
ON;Toronto;M5T 2S9;122400;122400;482400;482400
ON;Mississauga;L5N 3E7;247500;286290;357300;394560
AZ;Chandler;85233;421200;586440;183600;348840
ON;Mississauga;L5N 7X9;154800;154800;450000;450000
AB;Calgary;T2P 2S6;322200;567539;282600;335160
AB;Calgary;T3E 8A7;381600;381600;223200;223200
ON;Etobicoke;M8V 1H7;284400;376920;320400;400679
QC;Montréal;H3C 1J5;288000;288000;316800;316800
ON;Toronto;M5A 1B1;273600;273600;331200;331200
ON;Scarborough;M1K 5H8;234000;234000;370800;370800
ON;Vaughan;L4K 5N8;334800;402840;270000;338040
PA;Bloomfield;15224;189000;232740;415800;459540
QC;Montréal;H4P 2N1;604800;604800;0;0
ON;Toronto;M3J 1Z3;230400;230400;374400;374400
PA;Plum Boro;15239;378000;378000;226800;226800
ON;Toronto;M3C 0E1;261900;299970;342900;380970
ON;Ajax;L1S 6E3;226800;226800;378000;378000
AB;Airdrie;T4B 2Y1;229500;230310;375300;376110
QC;Laval;H7K 2J7;165600;165600;439200;439200
ON;Toronto;M5A 2B6;144000;144000;460800;460800
OH;Warrenville;44128;198000;198000;406800;406800
NC;Mathews;28105;306000;306000;298800;298800
ON;Toronto;M1J;604800;604800;0;0
QC;Montréal;H3N 1R7;349200;349200;255600;255600
QC;Laval;H7T 2X3;243000;243000;361800;361800
ON;Mississauga;L4W 4T4;604800;604800;0;0
ON;Thornhill;L3T 2A5;604800;604800;0;0
ON;Toronto;M4C 1M4;352800;352800;252000;252000
ON;Toronto;M9V;237600;273240;367200;402840
AB;Calgary;T2P 1J9;214200;293580;390600;469980
ON;Mississauga;L5W 1E1;46800;46800;558000;558000
QC;Montreal;H2T 2N7;86400;86400;518400;518400
ON;Toronto;M4C 5J7;43200;43200;561600;561600
ON;Toronto;M4S 3C4;154800;242280;450000;458100
HI;Wahiawa;96786;309600;309600;295200;295200
AB;Calgary;T2E 7K6;162000;162000;442800;442800
QC;Montréal;H2R 2X9;292500;332190;312300;351990
AZ;Scottsdale;85382;604800;604800;0;0
AZ;Apache Trail;85120;158400;158400;446400;446400
ON;Scarborough;M1P 2R2;293400;326880;311400;418319
ON;Markham;L3R 0N4;340200;351540;264600;275940
AB;Calgary;T2W 3Y1;284400;284400;320400;320400
ON;Toronto;M5S 1M8;255600;300960;349200;355680
QC;Montréal;H3N 1S8;289800;289800;315000;315000
ON;Toronto;M1P 2H6;390600;401940;214200;225540
MB;Calgary;T2G 1Y8;201600;201600;403200;403200
AZ;Phoenix;85379;172800;172800;432000;432000
ON;Toronto;M6A 2C4;277200;277200;327600;327600
ON;Mississauga;L5L 3E5;244800;244800;360000;360000
ON;Toronto;M6B 3Y1;153000;153000;451800;451800
ON;Toronto;M5C 3H9;140400;140400;464400;464400
ON;Toronto;M4L 3B2;244800;251280;360000;366480
PA;McCandless Township;15101;228600;304740;376200;452340
ON;Toronto;M4J 3S1;243000;244620;361800;418500
ON;Aurora;L4G 7T3;324000;324000;280800;280800
QC;Montréal;H3B 2T9;363600;467280;241200;344880
QC;Montréal;H2Y 0B1;171900;279630;432900;540630
AB;Calgary;T2G 1X4;162000;162000;442800;442800
ON;Thornhill;L4J 6W9;239400;266940;365400;392940
ON;Toronto;M7A 2H1;284400;307080;320400;343080
AZ;Phoenix;85074;378000;378000;226800;226800
QC;Montréal;H3A 2G4;374400;581760;230400;437760
AB;Calgary;T1Y 4S3;277200;277200;327600;327600
ON;Toronto;M8V 1L9;239400;239400;365400;365400
ON;Scarborough;M1H 1A6;243000;243000;361800;361800
AZ;Sgs Industrial Park;85022;259200;259200;345600;345600
QC;Pierrefonds;H9H 3E2;216000;216000;388800;388800
AB;Airdrie;T4B 2A2;237600;237600;367200;367200
ON;Toronto;M4C 1M6;254700;323550;350100;418950
QC;Montréal;H2J 2H5;117900;146250;486900;515250
ON;Scarborough;M1W 2P3;291600;293220;313200;314820
ON;Etobicoke;M8Z 5T3;194400;194400;410400;410400
ON;Toronto;M5G 0A3;100800;100800;504000;504000
ON;Bradford;L3Z 2A7;237600;237600;367200;367200
QC;Kirkland;H9J;258300;285030;346500;373230
AB;Calgary;T3C 0A5;234000;234000;370800;370800
QC;Montréal;H2R 1X8;289800;314100;315000;339300
ON;Toronto;M4C 4T4;291600;291600;313200;313200
ON;Toronto;M5V 1K5;201600;201600;403200;403200
ON;Concord;L4K 4G7;151200;151200;453600;453600
AB;Calgary;T2C 4J2;227700;246330;377100;395730
ON;Toronto;M8V 0B3;194400;194400;410400;410400
QC;Montréal;H2Z 1N1;198900;281790;405900;543870
ON;Ajax;L1Z;207900;239490;396900;428490
ON;Toronto;M8Y 1K5;327600;327600;277200;277200
ON;Etobicoke;M8V 2R5;360000;360000;244800;244800
QC;Montréal;H2C 1S8;209700;310950;395100;496350
NC;Harrisburg;28215;352800;352800;252000;252000
QC;Montréal;H2L 1Z8;226800;226800;378000;378000
ON;Aurora;L4G 6T5;187200;187200;417600;417600
ON;Toronto;M5V 0K3;302400;370440;302400;370440
QC;Saint-Hubert;J3Y 0C1;327600;327600;277200;277200
ON;Vaughan;L4K 4G3;144000;144000;460800;460800
AB;Calgary;T3G 2Z3;180000;180000;424800;424800
ON;Vaughan;L4K 3Z3;293400;437580;311400;455580
QC;Joliette;J6E 3E1;241200;367560;363600;489960
QC;Laval;H7E 4X6;316800;349200;288000;320400
ON;Toronto;M4Y 2J9;179100;189630;425700;436230
NV;Las Vegas;89116;302400;302400;302400;302400
ON;Toronto;M8V 1J1;154800;196920;450000;492120
QC;Montréal;H3B 1H9;174600;218340;430200;473940
QC;Salaberry-de-Valleyfield;J6T 1P6;118800;118800;486000;486000
ON;Toronto;M3N 1Y2;185400;185400;419400;419400
AB;Calgary;T2E 5T1;345600;345600;259200;259200
QC;Montréal;H3K 2C7;201600;201600;403200;403200
ON;Bolton;L7E 2Y3;264600;337680;340200;405360
ON;Markham;L3R 7B4;201600;201600;403200;403200
QC;Montréal;H3L 1T4;97200;171719;507600;509220
ON;Mississauga;L5B 1M3;336600;336600;268200;268200
ON;East York;M4A 2M1;392400;392400;212400;212400
ON;Mississauga;L5T 1J5;144000;144000;460800;460800
QC;Montréal;H3G 1S6;360000;360000;244800;244800
ON;Toronto;M5A 3W7;190800;362519;414000;436680
ON;East York;M4K 3V5;246600;246600;358200;358200
QC;Laval;H7N 0A9;275400;299700;329400;353700
ON;Toronto;M4G 4B4;259200;259200;345600;345600
ON;Mississauga;L4W 0E7;237600;237600;367200;367200
AB;Calgary;T1Y 7H8;199800;199800;405000;405000
ON;Scarborough;M1S 3Y6;162000;162000;442800;442800
ON;Toronto;M4B 1X4;302400;302400;302400;302400
ON;Etobicoke;M9R 2R5;183600;224100;421200;443880
ON;Toronto;M6G 2V6;216000;216000;388800;388800
ON;Toronto;M6J 1V6;276300;358290;328500;540540
AB;Calgary;T2P 3Y7;162000;217080;442800;497880
AB;Calgary;T2P 1H3;199800;266220;405000;471420
ON;Toronto;M2M 3T2;241200;241200;363600;363600
ON;Mississauga;L4Z 2Z1;118800;167399;486000;490860
ON;Vaughan;L4K 0B9;529200;597240;75600;143640
AZ;Gilbert;85034;604800;604800;0;0
ON;Toronto;M6H 1B1;270000;344520;334800;409320
ON;Richmond Hill;L4C 7R3;223200;223200;381600;381600
ON;Toronto;M4L 3B1;232200;232200;372600;372600
ON;Toronto;M4V 1A4;171000;171000;433800;433800
ON;North York;M2N 5R8;259200;272160;345600;358560
ON;North York;M3H 5J9;201600;201600;403200;403200
ON;Toronto;M4X 1X6;178200;178200;426600;426600
ON;Mississauga;L5V;285300;292590;319500;326790
QC;Westmount;H3Z 2M8;216000;267840;388800;440640
QC;Montréal;H2S 3A1;291600;291600;313200;313200
ON;Brampton;L6Y 0B4;215100;308250;389700;482850
ON;Toronto;M6A 3B4;288000;307440;316800;410760
AB;Calgary;T2X 1M2;217800;217800;387000;387000
AB;Calgary;T2K 1A2;205200;528479;399600;427680
ON;Vaughan;L6A 1C6;352800;352800;252000;252000
ON;Toronto;M4W 3Y3;216000;329399;388800;414720
ON;Mississauga;L5N 5V4;604800;604800;0;0
ON;Mississauga;L5H 3A7;604800;604800;0;0
ON;Mississauga;L5V 2R4;293400;293400;311400;311400
ON;Toronto;M9P 3P1;469800;591300;135000;256500
ON;Toronto;M5R 1B2;214200;315450;390600;414900
PA;Crescent;15046;237600;305640;367200;435240
QC;Montréal;H3A 0G6;248400;248400;356400;356400
ON;Etobicoke;M8X 1B4;181800;181800;423000;423000
ON;Scarborough;M1M 3H8;201600;201600;403200;403200
ON;Pickering;L1V 0C5;313200;355320;291600;385559
QC;Sainte-Thérèse;J7E 3H3;262800;262800;342000;342000
ON;Toronto;M5H 2N3;144000;144000;460800;460800
AB;Calgary;T3E 0A8;378000;382860;226800;531360
ON;Toronto;M6K 3S2;255600;270135;349200;370620
ON;Toronto;M5M 3Y8;205200;349379;399600;461160
ON;Toronto;M6S 3G3;144000;156960;460800;464040
QC;Montreal;H2Y 1Z9;275400;275400;329400;329400
ON;Richmond Hill;L4C 0Z5;190800;190800;414000;414000
ON;Brampton;L6Y 1P1;306000;306000;298800;298800
ON;Toronto;M4N 2K8;325800;325800;279000;279000
ON;Toronto;M2H 3S7;302400;302400;302400;302400
ON;Mississauga;L5K 2T2;604800;604800;0;0
ON;Toronto;M3N 1Y4;194400;194400;410400;410400
QC;Montréal;H1Y 1J3;162000;162000;442800;442800
ON;Mississauga;L5S 1N6;144000;144000;460800;460800
QC;Montréal;H3A 1L8;237600;258660;367200;412560
ON;Toronto;M1H 2K3;352800;352800;252000;252000
AB;Calgary;T2E 6L6;144000;152100;460800;468900
ON;Brampton;L6X 5K8;234000;234000;370800;370800
QC;Montréal;H2W 2A6;525600;525600;79200;79200
AB;Calgary;T3G 5C7;135000;135000;469800;469800
ON;Bradford;L3Z 1H7;352800;352800;252000;252000
ON;Caledon East;L7C 1E7;189000;216540;415800;443340
QC;Montréal;H2L 3Z3;0;0;604800;604800
ON;Toronto;M3A 2Y7;302400;302400;302400;302400
QC;Montreal;H3A 3J5;262800;262800;342000;342000
ON;Toronto;M4G 1S8;223200;223200;381600;381600
ON;Toronto;M4E 1T1;221400;221400;383400;383400
AB;Calgary;T3A 3S1;151200;151200;453600;453600
ON;Mississauga;L5V 1R7;252000;268200;352800;369000
ON;Markham;L3R 6A8;162000;162000;442800;442800
QC;Montréal;H2S 2L7;208800;254160;396000;473760
QC;Sainte-Julie;J3E 2S7;313200;313200;291600;291600
ON;Toronto;M4M 1G7;124200;135540;480600;491940
ON;Vaughan;L4K 4R2;160200;160200;444600;444600
ON;Brampton;L7A 1G1;270000;270000;334800;334800
ON;Mississauga;L5K 2R8;252000;353520;352800;390240
ON;Toronto;M4W 1S9;210600;289980;394200;473580
ON;Etobicoke;M9V 1A3;219600;261720;385200;427320
ON;Brampton;L7A 1B8;604800;604800;0;0
ON;Toronto;M1T 2M5;226800;239760;378000;390960
AZ;Peoria,;85345;223200;223200;381600;381600
QC;Saint-Leonard;H1S 1N2;302400;302400;302400;302400
ON;Toronto;M4P 1T4;343800;343800;261000;261000
QC;Montréal;H2L 1R1;286200;377820;318600;342900
ON;North York;M2N 0G3;178200;221940;426600;470340
AB;Calgary;T2A 0E2;270000;270000;334800;334800
ON;Brampton;L6X 0R3;327600;327600;277200;277200
AB;Calgary;T2R 1M7;223200;258840;381600;417240
ON;Oakville;L6H 6L6;277200;277200;327600;327600
OH;Bay Village;44035;75600;75600;529200;529200
QC;Montréal;H2S 3C5;278100;379350;326700;427950
QC;Laval;H7S 1Z6;604800;604800;0;0
ON;Markham;L3R 0Y8;356400;356400;248400;248400
ON;Scarborough;M1W 3P7;409500;415170;195300;200970
ON;Toronto;M5E 1M2;183600;264060;421200;480600
ON;Markham;L3R 5W9;237600;237600;367200;367200
AB;Calgary;T2A 6Z3;315000;315000;289800;289800
AZ;Glendale;85014;176400;176400;428400;428400
AB;Airdrie;T4B 3G4;284400;284400;320400;320400
ON;Toronto;M5S 2E8;268200;279540;336600;464580
ON;Pickering;L1V 4L9;219600;237420;385200;459720
ON;Toronto;M4M 1C6;162000;162000;442800;442800
ON;Ajax;L1Z 0A1;288000;288000;316800;316800
QC;Montréal;H3W 3C6;478800;478800;126000;126000
ON;North York;L5V 2N6;300600;300600;304200;304200
AB;Calgary;T2L 2B3;129600;155520;475200;484920
AB;Calgary;T2H 2S9;207000;228060;397800;412380
ON;Richmond Hill;L4T 1T8;295200;295200;309600;309600
AB;Calgary;T3C 0J4;204300;234270;400500;430470
ON;Pickering;L1V 1G4;162000;162000;442800;442800
AZ;Phoenix;85304;177300;326609;427500;449820
ON;Don Mills;M3C 3L2;255600;255600;349200;349200
QC;Greenfield Park;J4V 2H5;604800;604800;0;0
QC;Dollard-des-Ormeaux;H9G 2R4;216000;251640;388800;405000
ON;Toronto;M4L 1G6;372600;581580;232200;361799
QC;Montréal;H8N 2M4;378000;378000;226800;226800
ON;Toronto;M6G 1W8;441000;441000;163800;163800
AB;Calgary;T3C 1S5;200700;242010;404100;445410
ON;Toronto;M3J 2P4;153000;153000;451800;451800
QC;Montréal;H3B 2K4;259200;259200;345600;345600
AB;Calgary;T2E 0C1;315000;575820;289800;378899
ON;Toronto;M6L 3C9;273600;334080;331200;358560
PA;Eighty Four;15102;180000;180000;424800;424800
AB;Calgary;T2S 1W6;244800;349200;360000;441360
ON;Toronto;M5A 1M8;229500;270810;375300;416610
ON;Vaughan;L4H 0S8;248400;248400;356400;356400
QC;Montréal;H1V 1K5;196200;223740;408600;471780
ON;Scarborough;M1B 2W4;261000;522900;343800;391050
AZ;Sedona;86336;100800;100800;504000;504000
QC;Montrèal;H2W 1Y3;410400;410400;194400;194400
ON;Toronto;M4C 1L9;178200;202500;426600;450900
AB;Airdrie;T4A 2K4;190800;190800;414000;414000
ON;Brampton;L6V 1S6;288000;288000;316800;316800
QC;Saint-Lazare;J7T;126000;126000;478800;478800
ON;Vaughan;L4K 3W4;162000;162000;442800;442800
QC;Montréal;H2Y 1J3;262800;388080;342000;535680
ON;Oakville;L6H 4L1;233100;340830;371700;479430
ON;Toronto;M4T 3A7;158400;265680;446400;548640
ON;North York;M3B 2T6;352800;352800;252000;252000
ON;Mississauga;L4Z 1Y5;215100;240210;389700;414810
ON;Scarobrough;M1S 3E5;277200;277200;327600;327600
ON;Toronto;M3J 2V8;230400;230400;374400;374400
ON;Etobicoke;M9W 6C7;297000;297000;307800;307800
ON;York;M6E 2H2;248400;248400;356400;356400
QC;Laval;H7V 2T5;293400;293400;311400;311400
ON;North York;M9M 1X7;604800;604800;0;0
AB;Calgary;T2J 6G2;300600;302400;304200;365670
QC;La Salle;H8N 3E5;252000;252000;352800;352800
AB;Calgary;T2E 8M5;79200;79200;525600;525600
ON;Toronto;M1P 3G5;187200;187200;417600;417600
ON;East Gwillimbury;L0G 1R0;241200;241200;363600;363600
ON;Ajax;L1T 0K3;280800;280800;324000;324000
ON;Toronto;M5B 2R8;0;0;604800;604800
ON;Holland Landing;L9N 1L8;172800;172800;432000;432000
ON;North York;M6A 3B4;304200;568262;300600;360000
ON;Toronto;M8Y 1H8;259200;259200;345600;345600
ON;Markham;L6C 1J5;237600;237600;367200;367200
ON;Brampton;L6S 6L1;232200;232200;372600;372600
ON;North York;M2N 3G1;283500;290790;321300;342360
PA;Squirrel Hill;15217;257400;287280;347400;397170
ON;Brampton;L6Z 2S7;248280;248280;356520;356520
ON;Toronto;M5G 0A2;248400;248400;356400;356400
AZ;Phoenix;85338;259200;259200;345600;345600
ON;Scarborough;M1J 2C5;198000;198000;406800;406800
ON;Toronto;M6H 2B8;135000;175500;469800;510300
AB;Airdrie;T4A 0B3;216000;216000;388800;388800
PA;Russellton;15076;198000;223020;406800;437940
NC;Charlotte;28501;93600;93600;511200;511200
ON;Mississauga;L5N 8C4;313200;313200;291600;291600
ON;Vaughan;L4J 0E2;201600;201600;403200;403200
ON;Toronto;M4Y 1X1;487800;487800;117000;117000
ON;East York;M4B 2S7;129600;191159;475200;478440
ON;Scarborough;M1C 1H1;241200;241200;363600;363600
QC;Longueuil;J4H;153000;193500;451800;492300
AB;Calgary;T3C 0N1;176400;205560;428400;457560
ON;Toronto;M5V 2V4;378000;582120;226800;430920
ON;Toronto;M8Z 5E7;280800;280800;324000;324000
QC;Saint-Hyacinthe;J2S 5C2;185400;185400;419400;419400
ON;Toronto;M6K 1M1;271800;271800;333000;333000
QC;Montréal;H2V 2G4;126000;126000;478800;478800
QC;Laval;H7P 5G9;248400;248400;356400;356400
AB;Calgary;T2G 2R8;171000;171000;433800;433800
ON;Woodbridge;L4L 8P3;126000;126000;478800;478800
QC;Montréal;H2Y 1B6;133200;133200;471600;471600
ON;Toronto;M1S 3G9;194400;194400;410400;410400
QC;Montréal;H1W;202500;294030;402300;493830
ON;Toronto;M4T 1W7;204300;250470;400500;446670
ON;Toronto;M6H 1K5;397800;397800;207000;207000
ON;Toronto;M2M 4G6;367200;428760;237600;299160
AB;Calgary;T2Z 1H1;365400;365400;239400;239400
ON;Toronto;M6N 1H6;255600;255600;349200;349200
AB;Calgary;T2G 1W5;219600;384839;385200;417600
CA;Gilbert;85297;604800;604800;0;0
QC;Montréal;H3K 1B1;496800;496800;108000;108000
QC;Longueuil;J4N 1A2;219600;219600;385200;385200
ON;East Gwillimbury;L9N 0M1;604380;604380;420;420
QC;Montréal;H4E 1E2;163800;163800;441000;441000
ON;Markham;L3R 3Z1;216000;216000;388800;388800
ON;Scarborough;M1T 2M5;270000;289440;334800;354240
ON;Toronto;M4P 1K5;331200;331200;273600;273600
QC;Montréal;H2L 4W2;232200;232200;372600;372600
ON;Scarborough;M1W 2K2;189000;189000;415800;415800
NC;Charlotte;28299;216000;216000;388800;388800
ON;York;M6M 1B4;237600;237600;367200;367200
WI;Madison;53702;272700;336690;332100;396090
ON;Mississauga;L5K 2R9;252000;252000;352800;352800
ON;North York;M6B 3J3;349200;349200;255600;255600
AB;Calgary;T3S 0A5;162000;162000;442800;442800
QC;Montréal;H3J 1S6;138600;138600;466200;466200
ON;Mississauga;L5S 1G4;144000;144000;460800;460800
ON;Toronto;M5R 1J1;140400;140400;464400;464400
QC;Laval;H7E 0H3;304200;325260;300600;321660
ON;Pickering;L1V 6K5;318600;486284;286200;374580
ON;North York;M3H 3M6;270000;270000;334800;334800
QC;Montréal;H9H 4K3;288000;288000;316800;316800
ON;Toronto;M6K 3C6;250200;313380;354600;417780
ON;Toronto;M3J 2Z8;187200;187200;417600;417600
QC;Laval;H7L 5X9;288000;288000;316800;316800
OH;Bainbridge;44022;306000;306000;298800;298800
QC;Anjou;H1J 3A1;309600;309600;295200;295200
ON;Woodbridge;L4L 4Y9;331200;331200;273600;273600
ON;Oakville;L6J 7Z6;208800;208800;396000;396000
ON;Brampton;L6R 2S8;378000;378000;226800;226800
ON;Toronto;M3J 1K7;244800;244800;360000;360000
ON;Toronto;M1S 5B8;345600;345600;259200;259200
NV;Las  Vegas;89101;72000;72000;532800;532800
WI;Lodi;53555;604800;604800;0;0
ON;Vaughan;L4L 9N6;316800;316800;288000;288000
ON;Thornhill;L3T 4X1;261000;534600;343800;397350
AB;Calgary;T2G 4V1;144000;144000;460800;460800
QC;Montréal;H3B 5L6;108000;148500;496800;537300
